t,iL,vC,Vsw,Vin
0.00245,0.8239248,4.4671865,1.8782107,10.0
0.002450001,0.82392734,4.4671855,6.3898582,10.0
0.0024500029999999996,0.82396877,4.4671836,9.999176,10.0
0.0024514674999999908,0.8601994,4.466167,9.99914,10.0
0.002452931999999982,0.8964339,4.465872,9.999104,10.0
0.002454761999999971,0.94170976,4.4665127,9.999059,10.0
0.0024550009999999996,0.94762224,4.466679,9.999052,10.0
0.0024550015999987122,0.9476371,4.4666796,9.999052,10.0
0.002455001599999547,0.9476371,4.4666796,9.999052,10.0
0.0024550015999997257,0.9476371,4.4666796,9.999052,10.0
0.0024550015999999643,0.9476371,4.4666796,9.999052,10.0
0.0024550015999999742,0.9476371,4.4666796,9.999052,10.0
0.002455001599999994,0.9476371,4.4666796,9.999052,10.0
0.002455002599999994,0.9476133,4.46668,-0.74913573,10.0
0.002455002615624994,0.94761294,4.4666805,-0.8324539,10.0
0.002456149099999987,0.9204378,4.4673114,-0.8316356,10.0
0.0024572955843749802,0.89326465,4.467519,-0.8308678,10.0
0.002458493084374973,0.8648868,4.467285,-0.83003277,10.0
0.002459690584374966,0.8365162,4.4665923,-0.8291701,10.0
0.002459695584374966,0.83639777,4.4665885,-0.8291664,10.0
0.0024599989999999996,0.8292108,4.4663396,-0.8289432,10.0
0.00246,0.82919323,4.4663386,1.8780857,10.0
0.002460001,0.8291958,4.466338,6.3898,10.0
0.0024600029999999997,0.8292372,4.4663363,9.99917,10.0
0.0024613049999999918,0.86145204,4.4654922,9.999139,10.0
0.002462606999999984,0.8936698,4.465219,9.999106,10.0
0.002464791999999971,0.9477345,4.4660363,9.999052,10.0
0.0024650009999999997,0.9529053,4.466198,9.999047,10.0
0.0024650015999987123,0.95292014,4.4661984,9.999046,10.0
0.0024650015999993086,0.95292014,4.4661984,9.999046,10.0
0.0024650015999997258,0.95292014,4.4661984,9.999047,10.0
0.0024650015999999743,0.95292014,4.4661984,9.999046,10.0
0.0024650015999999942,0.95292014,4.4661984,9.999046,10.0
0.002465002599999994,0.95289636,4.4661994,-0.7492785,10.0
0.002465002615624994,0.952896,4.4661994,-0.83259773,10.0
0.0024662790999999866,0.9226412,4.466968,-0.83169746,10.0
0.0024675555843749787,0.8923885,4.4672117,-0.83084244,10.0
0.002469725584374966,0.8409734,4.4664264,-0.82930756,10.0
0.0024699989999999996,0.83449703,4.4662204,-0.8291076,10.0
0.00247,0.8344794,4.46622,1.877961,10.0
0.002470001,0.834482,4.466219,6.3897414,10.0
0.0024700029999999997,0.83452344,4.4662175,9.999166,10.0
0.002471267499999992,0.8658107,4.465481,9.999134,10.0
0.0024725319999999843,0.8971003,4.4652815,9.999103,10.0
0.0024748219999999707,0.9537616,4.4662843,9.999046,10.0
0.0024750009999999997,0.9581899,4.4664364,9.999042,10.0
0.0024750015999991893,0.95820475,4.466437,9.999042,10.0
0.0024750015999999643,0.95820475,4.466437,9.999042,10.0
0.0024750015999999743,0.95820475,4.466437,9.999042,10.0
0.0024750015999999942,0.95820475,4.466437,9.999042,10.0
0.002475002599999994,0.958181,4.466438,-0.74942046,10.0
0.002475002615624994,0.9581806,4.466438,-0.8327408,10.0
0.002476376599999986,0.9256123,4.4673405,-0.8317806,10.0
0.0024777505843749776,0.8930461,4.467635,-0.8308615,10.0
0.0024797555843749657,0.8455354,4.466978,-0.8294475,10.0
0.002479998999999998,0.8397689,4.4668107,-0.8292705,10.0
0.00248,0.83975124,4.4668097,1.8778374,10.0
0.0024800009999999995,0.8397538,4.4668093,6.3896832,10.0
0.0024800029999999984,0.83979523,4.466808,9.99916,10.0
0.002481094999999991,0.8668111,4.466216,9.999133,10.0
0.0024821869999999834,0.8938286,4.4660254,9.999106,10.0
0.0024835169999999755,0.92673385,4.4663324,9.999073,10.0
0.0024848469999999676,0.9596352,4.467231,9.999041,10.0
0.0024848519999999675,0.9597589,4.467235,9.999041,10.0
0.0024850009999999993,0.9634444,4.467373,9.999037,10.0
0.0024850015999984734,0.96345925,4.4673734,9.999036,10.0
0.0024850015999990996,0.96345925,4.4673734,9.999037,10.0
0.0024850015999997254,0.96345925,4.4673734,9.999037,10.0
0.002485001599999974,0.96345925,4.4673734,9.999037,10.0
0.002485001599999994,0.96345925,4.4673734,9.999036,10.0
0.0024850025999999937,0.9634355,4.4673743,-0.7495609,10.0
0.0024850026156249937,0.9634351,4.4673743,-0.8328822,10.0
0.0024865090999999844,0.92771846,4.4684353,-0.8318394,10.0
0.0024880155843749756,0.892004,4.468765,-0.8308313,10.0
0.002489785584374965,0.85005236,4.4682207,-0.8295853,10.0
0.0024899989999999993,0.84499514,4.468087,-0.82943094,10.0
0.0024899999999999996,0.8449775,4.4680867,1.877716,10.0
0.0024900009999999995,0.84498006,4.468086,6.3896265,10.0
0.0024900029999999993,0.8450215,4.4680843,9.999155,10.0
0.002491019999999993,0.8701758,4.467589,9.99913,10.0
0.002492036999999987,0.89533126,4.467441,9.9991045,10.0
0.0024934569999999785,0.9304541,4.467814,9.999069,10.0
0.00249487699999997,0.9655719,4.4688597,9.999035,10.0
0.00249488199999997,0.96569556,4.4688644,9.999034,10.0
0.0024950009999999993,0.9686382,4.4689827,9.999031,10.0
0.002495001599999308,0.96865296,4.4689837,9.999031,10.0
0.002495001599999606,0.96865296,4.4689837,9.999031,10.0
0.002495001599999974,0.96865296,4.4689837,9.999031,10.0
0.002495001599999994,0.96865296,4.4689837,9.999031,10.0
0.0024950025999999938,0.96862924,4.4689846,-0.74969894,10.0
0.0024950026156249938,0.9686289,4.4689846,-0.83302134,10.0
0.002496601599999984,0.9307062,4.470192,-0.83192253,10.0
0.0024982005843749745,0.89278567,4.470575,-0.83085394,10.0
0.002499815584374965,0.8544938,4.470127,-0.8297201,10.0
0.0024999989999999993,0.8501458,4.4700236,-0.8295881,10.0
0.0024999999999999996,0.8501282,4.470023,1.8775969,10.0
0.0025000009999999995,0.85013074,4.470022,6.389571,10.0
0.0025000029999999993,0.8501721,4.4700212,9.99915,10.0
0.0025009349999999936,0.87321573,4.4696136,9.999126,10.0
0.002501866999999988,0.8962602,4.469498,9.999104,10.0
0.002503386999999979,0.93384224,4.469933,9.999066,10.0
0.00250490699999997,0.97141826,4.4711385,9.999028,10.0
0.00250491199999997,0.9715418,4.4711437,9.999028,10.0
0.0025050009999999993,0.9737417,4.4712386,9.999026,10.0
0.0025050015999993082,0.97375655,4.471239,9.999025,10.0
0.0025050015999997254,0.97375655,4.471239,9.999026,10.0
0.002505001599999964,0.97375655,4.471239,9.999026,10.0
0.002505001599999974,0.97375655,4.471239,9.999025,10.0
0.002505001599999994,0.97375655,4.471239,9.999025,10.0
0.002505002599999994,0.97373277,4.47124,-0.7498339,10.0
0.002505002615624994,0.9737324,4.47124,-0.83315724,10.0
0.0025067140999999833,0.9331228,4.472609,-0.83198965,10.0
0.002508425584374973,0.89251536,4.473032,-0.83084613,10.0
0.0025098455843749648,0.8588308,4.472668,-0.82985103,10.0
0.0025099989999999993,0.8551921,4.47259,-0.82974124,10.0
0.0025099999999999996,0.8551745,4.4725895,1.8774806,10.0
0.0025100009999999996,0.855177,4.472589,6.3895164,10.0
0.0025100029999999994,0.8552184,4.472588,9.999145,10.0
0.0025117899999999886,0.8993815,4.4721727,9.999101,10.0
0.002513576999999978,0.943543,4.472826,9.999057,10.0
0.0025149419999999697,0.97726935,4.4740415,9.9990225,10.0
0.0025150009999999993,0.9787269,4.474108,9.999022,10.0
0.002515001599999606,0.97874177,4.4741087,9.999022,10.0
0.002515001599999964,0.97874177,4.4741087,9.999022,10.0
0.002515001599999974,0.97874177,4.4741087,9.999022,10.0
0.002515001599999994,0.97874177,4.4741087,9.999021,10.0
0.002515002599999994,0.978718,4.47411,-0.749965,10.0
0.002515002615624994,0.9787176,4.47411,-0.8332893,10.0
0.002516781599999983,0.9364821,4.4756193,-0.83208257,10.0
0.0025185605843749724,0.8942482,4.4761057,-0.83089626,10.0
0.0025198755843749646,0.8630357,4.4758105,-0.82997733,10.0
0.0025199989999999993,0.8601067,4.4757543,-0.8298894,10.0
0.0025199999999999997,0.86008906,4.475754,1.8773682,10.0
0.0025200009999999996,0.86009157,4.4757533,6.3894634,10.0
0.0025200029999999994,0.8601329,4.4757524,9.99914,10.0
0.0025209224999999938,0.88284355,4.475458,9.999117,10.0
0.002521841999999988,0.90555465,4.475447,9.999094,10.0
0.0025249719999999695,0.9828513,4.477524,9.999017,10.0
0.0025250009999999994,0.9835673,4.477558,9.999017,10.0
0.0025250015999997255,0.98358214,4.4775586,9.999017,10.0
0.002525001599999964,0.98358214,4.4775586,9.999017,10.0
0.002525001599999974,0.98358214,4.4775586,9.999016,10.0
0.002525001599999994,0.98358214,4.4775586,9.999016,10.0
0.002525002599999994,0.9835583,4.47756,-0.7500917,10.0
0.002525002615624994,0.98355794,4.47756,-0.83341694,10.0
0.0025268540999999825,0.939571,4.4792123,-0.83216774,10.0
0.0025287055843749716,0.8955854,4.479756,-0.83093494,10.0
0.0025299055843749645,0.8670823,4.4795184,-0.83009833,10.0
0.0025299989999999994,0.8648637,4.4794807,-0.8300321,10.0
0.0025299999999999997,0.864846,4.4794803,1.8772601,10.0
0.0025300009999999996,0.8648485,4.47948,6.389413,10.0
0.0025300029999999994,0.86488986,4.479479,9.999135,10.0
0.0025306449999999954,0.88073564,4.4792786,9.999119,10.0
0.0025312869999999914,0.89658177,4.4792156,9.999104,10.0
0.0025331414999999954,0.9423533,4.4798083,9.999058,10.0
0.0025349959999999994,0.98811436,4.4815454,9.999012,10.0
0.0025349969999999993,0.98813903,4.4815464,9.999012,10.0
0.0025350009999999994,0.98823774,4.4815516,9.999012,10.0
0.0025350015999996063,0.9882525,4.481552,9.999012,10.0
0.002535001599999974,0.9882525,4.481552,9.999012,10.0
0.002535001599999994,0.9882525,4.481552,9.999011,10.0
0.002535002599999994,0.98822874,4.4815536,-0.7502133,10.0
0.002535002615624994,0.9882283,4.4815536,-0.8335395,10.0
0.0025369640999999823,0.9415914,4.4833713,-0.8322233,10.0
0.0025389255843749703,0.89495564,4.4839435,-0.83091676,10.0
0.0025399355843749643,0.87094635,4.483754,-0.83021337,10.0
0.0025399989999999994,0.869439,4.4837313,-0.83016855,10.0
0.0025399999999999997,0.8694213,4.4837313,1.8771565,10.0
0.0025400009999999996,0.86942375,4.483731,6.3893642,10.0
0.0025400029999999994,0.86946505,4.48373,9.99913,10.0
0.002540724999999995,0.88727164,4.4835505,9.999113,10.0
0.0025414469999999905,0.9050784,4.4835453,9.999095,10.0
0.002543223999999995,0.948902,4.484273,9.999051,10.0
0.0025450009999999994,0.99271494,4.4860497,9.999007,10.0
0.002545001437499999,0.99272573,4.4860506,9.999007,10.0
0.0025450015999993083,0.9927297,4.4860506,9.999006,10.0
0.0025450015999996063,0.9927297,4.4860506,9.999006,10.0
0.002545001599999974,0.9927297,4.4860506,9.999006,10.0
0.002545001599999994,0.9927297,4.4860506,9.999006,10.0
0.002545002599999994,0.9927059,4.486052,-0.7503293,10.0
0.002545002615624994,0.9927055,4.486052,-0.8336564,10.0
0.002547026599999982,0.9445402,4.4880047,-0.8323042,10.0
0.0025490505843749696,0.89637566,4.488629,-0.8309578,10.0
0.002549965584374964,0.8746051,4.488477,-0.8303218,10.0
0.0025499989999999994,0.8738101,4.4884667,-0.83029824,10.0
0.0025499999999999997,0.8737924,4.4884663,1.8770583,10.0
0.0025500009999999997,0.87379485,4.4884663,6.3893185,10.0
0.0025500029999999995,0.8738361,4.4884653,9.999126,10.0
0.0025513349999999914,0.90665877,4.488332,9.999093,10.0
0.0025526669999999833,0.93948007,4.4887896,9.999061,10.0
0.0025550009999999995,0.9969774,4.491012,9.999003,10.0
0.0025550015981445308,0.9969921,4.491013,9.999002,10.0
0.002555001599999189,0.9969922,4.491013,9.999002,10.0
0.0025550015999995816,0.9969922,4.491013,9.999002,10.0
0.002555001599999974,0.9969922,4.491013,9.999002,10.0
0.002555001599999994,0.9969922,4.491013,9.999002,10.0
0.002555002599999994,0.9969683,4.4910145,-0.75043935,10.0
0.002555002615624994,0.9969679,4.4910145,-0.83376724,10.0
0.0025570665999999813,0.94780344,4.4930825,-0.8323934,10.0
0.002559130584374969,0.898639,4.493768,-0.831023,10.0
0.002559995,0.8780518,4.493646,-0.83042353,10.0
0.0025599989999999994,0.8779565,4.493645,-0.83042073,10.0
0.0025599999999999998,0.87793875,4.4936447,1.8769653,10.0
0.0025600009999999997,0.8779412,4.4936447,6.3892746,10.0
0.0025600029999999995,0.8779824,4.493644,9.999122,10.0
0.0025612849999999917,0.9095431,4.493558,9.99909,10.0
0.002562566999999984,0.9411023,4.4940195,9.999059,10.0
0.0025650009999999995,1.0010054,4.496396,9.998999,10.0
0.0025650015999603266,1.0010202,4.4963965,9.998999,10.0
0.0025650015999993084,1.0010202,4.4963965,9.998999,10.0
0.0025650015999997256,1.0010202,4.4963965,9.998999,10.0
0.002565001599999964,1.0010202,4.4963965,9.998999,10.0
0.002565001599999974,1.0010202,4.4963965,9.998999,10.0
0.002565001599999994,1.0010202,4.4963965,9.998999,10.0
0.002565002599999994,1.0009964,4.496398,-0.7505429,10.0
0.002565002615624994,1.000996,4.496398,-0.83387154,10.0
0.002567149099999981,0.949813,4.4986053,-0.8324482,10.0
0.002569295584374968,0.89862996,4.499315,-0.83102274,10.0
0.0025699989999999995,0.88185954,4.499223,-0.8305355,10.0
0.00257,0.8818418,4.499223,1.8768783,10.0
0.0025700009999999997,0.88184416,4.4992228,6.3892336,10.0
0.0025700029999999995,0.8818853,4.4992223,9.999118,10.0
0.002570919999999994,0.9044373,4.4991393,9.999096,10.0
0.0025718369999999883,0.92698896,4.4993367,9.999073,10.0
0.0025750009999999995,1.0047814,4.502157,9.998995,10.0
0.002575001599999547,1.0047961,4.502158,9.998995,10.0
0.0025750015999997256,1.0047961,4.502158,9.998995,10.0
0.002575001599999964,1.0047961,4.502158,9.998995,10.0
0.002575001599999974,1.0047961,4.502158,9.998995,10.0
0.002575001599999994,1.0047961,4.502158,9.998995,10.0
0.002575002599999994,1.0047723,4.5021596,-0.75063956,10.0
0.002575002615624994,1.0047718,4.5021596,-0.83396894,10.0
0.002577204099999981,0.9522193,4.504481,-0.83251363,10.0
0.0025794055843749676,0.8996662,4.5052247,-0.83105254,10.0
0.0025799989999999995,0.8855024,4.505157,-0.83064204,10.0
0.00258,0.8854846,4.5051565,1.8767976,10.0
0.0025800009999999997,0.885487,4.5051565,6.389196,10.0
0.0025800029999999996,0.8855281,4.505156,9.999114,10.0
0.002580031999999999,0.8862405,4.50515,9.999114,10.0
0.0025811019999999927,0.9125268,4.5051265,9.999087,10.0
0.0025821719999999863,0.938812,4.505483,9.999062,10.0
0.0025850009999999995,1.0082896,4.5082517,9.998992,10.0
0.002585001599999547,1.0083044,4.5082526,9.998991,10.0
0.002585001599999974,1.0083044,4.5082526,9.998991,10.0
0.002585001599999994,1.0083044,4.5082526,9.998991,10.0
0.002585002599999994,1.0082804,4.508254,-0.750729,10.0
0.002585002615624994,1.00828,4.508254,-0.83405906,10.0
0.0025872440999999803,0.9547101,4.510671,-0.8325812,10.0
0.002589485584374967,0.9011393,4.5114512,-0.83109486,10.0
0.0025899989999999995,0.8888705,4.5114,-0.8307403,10.0
0.00259,0.88885266,4.5114,1.8767229,10.0
0.0025900009999999998,0.888855,4.5114,6.389161,10.0
0.0025900029999999996,0.88889605,4.5113997,9.999111,10.0
0.002590061999999999,0.8903438,4.5113897,9.999109,10.0
0.0025909869999999934,0.913042,4.511382,9.999087,10.0
0.002591911999999988,0.9357395,4.511659,9.999064,10.0
0.0025950009999999996,1.0115163,4.514633,9.998988,10.0
0.0025950015999993085,1.011531,4.514634,9.998987,10.0
0.0025950015999997257,1.011531,4.514634,9.998988,10.0
0.002595001599999964,1.011531,4.514634,9.998988,10.0
0.002595001599999974,1.011531,4.514634,9.998987,10.0
0.002595001599999994,1.011531,4.514634,9.998987,10.0
0.002595002599999994,1.011507,4.5146356,-0.75081104,10.0
0.002595002615624994,1.0115067,4.5146356,-0.83414173,10.0
0.002595003584374994,1.0114834,4.514637,-0.8340826,10.0
0.0025972820843749803,0.95696265,4.5171385,-0.83264947,10.0
0.0025995605843749667,0.90244055,4.5179462,-0.8311322,10.0
0.0025999989999999995,0.8919511,4.517908,-0.83082974,10.0
0.0026,0.89193326,4.517908,1.8766551,10.0
0.002600001,0.8919356,4.517908,6.389129,10.0
0.0026000029999999996,0.89197654,4.5179076,9.999108,10.0
0.0026000919999999987,0.8941579,4.517895,9.999105,10.0
0.0026009369999999937,0.91486835,4.5179057,9.999085,10.0
0.0026017819999999887,0.93557817,4.518153,9.999064,10.0
0.0026050009999999996,1.0144498,4.521256,9.998985,10.0
0.0026050015999993085,1.0144646,4.521257,9.998985,10.0
0.0026050015999996064,1.0144646,4.521257,9.998985,10.0
0.0026050015999999642,1.0144646,4.521257,9.998985,10.0
0.002605001599999974,1.0144646,4.521257,9.998985,10.0
0.002605001599999994,1.0144646,4.521257,9.998984,10.0
0.002605002599999994,1.0144405,4.5212584,-0.7508854,10.0
0.002605002615624994,1.0144402,4.5212584,-0.83421665,10.0
0.0026050255843749937,1.0138899,4.5212927,-0.83414406,10.0
0.00260733058437498,0.95866555,4.5238457,-0.8326954,10.0
0.0026096355843749663,0.9034397,4.524663,-0.8311608,10.0
0.0026099989999999996,0.8947337,4.5246344,-0.8309103,10.0
0.00261,0.89471585,4.524634,1.876594,10.0
0.002610001,0.8947181,4.524634,6.3891006,10.0
0.0026100029999999996,0.894759,4.5246334,9.999105,10.0
0.0026101219999999986,0.89767206,4.5246196,9.999103,10.0
0.002611084499999993,0.9212333,4.5246787,9.999079,10.0
0.002612046999999987,0.94479346,4.5250444,9.999055,10.0
0.0026150009999999996,1.0170808,4.5280733,9.998983,10.0
0.0026150015999993085,1.0170956,4.5280743,9.998982,10.0
0.0026150015999997257,1.0170956,4.5280743,9.998982,10.0
0.0026150015999999643,1.0170956,4.5280743,9.998982,10.0
0.0026150015999999742,1.0170956,4.5280743,9.998982,10.0
0.002615001599999994,1.0170956,4.5280743,9.998982,10.0
0.002615002599999994,1.0170715,4.5280757,-0.75095195,10.0
0.002615002615624994,1.0170711,4.528076,-0.83428365,10.0
0.0026150555843749935,1.0158006,4.5281553,-0.83419275,10.0
0.00261735058437498,0.96074474,4.5307164,-0.8327515,10.0
0.0026196455843749663,0.9056872,4.531555,-0.83122504,10.0
0.0026199989999999996,0.89720976,4.531532,-0.8309818,10.0
0.00262,0.8971918,4.5315313,1.8765396,10.0
0.002620001,0.8971941,4.5315313,6.389075,10.0
0.0026200029999999997,0.897235,4.5315313,9.999103,10.0
0.0026201519999999984,0.9008778,4.5315166,9.999099,10.0
0.002621411999999991,0.93168247,4.531687,9.999068,10.0
0.0026226719999999835,0.96248436,4.5323815,9.999038,10.0
0.0026250009999999996,1.0194017,4.5350394,9.9989805,10.0
0.0026250015999997258,1.0194163,4.5350404,9.9989805,10.0
0.0026250015999999743,1.0194163,4.5350404,9.99898,10.0
0.002625001599999994,1.0194163,4.5350404,9.99898,10.0
0.002625002599999994,1.0193923,4.5350423,-0.7510104,10.0
0.002625002615624994,1.0193919,4.5350423,-0.8343426,10.0
0.0026250855843749934,1.0173992,4.535167,-0.83423346,10.0
0.0026273805843749797,0.9622709,4.5377336,-0.8327925,10.0
0.002629675584374966,0.9071409,4.538574,-0.8312665,10.0
0.0026299989999999996,0.8993729,4.538555,-0.8310441,10.0
0.00263,0.89935493,4.5385547,1.8764925,10.0
0.002630001,0.89935714,4.5385547,6.389053,10.0
0.0026300029999999997,0.8993979,4.5385547,9.999101,10.0
0.0026301819999999983,0.90376854,4.5385394,9.999096,10.0
0.002631381999999991,0.93306863,4.5387135,9.999067,10.0
0.002632581999999984,0.96236616,4.539363,9.999038,10.0
0.0026350009999999997,1.021407,4.5421085,9.998979,10.0
0.0026350015999997258,1.0214217,4.5421095,9.998979,10.0
0.0026350015999999743,1.0214217,4.5421095,9.998978,10.0
0.0026350015999999942,1.0214217,4.5421095,9.998978,10.0
0.002635002599999994,1.0213976,4.542111,-0.7510609,10.0
0.002635002615624994,1.0213972,4.542111,-0.8343934,10.0
0.002635115584374993,1.0186803,4.542282,-0.834266,10.0
0.0026374005843749796,0.9637193,4.544835,-0.83283144,10.0
0.002639685584374966,0.9087565,4.5456758,-0.83131254,10.0
0.0026399989999999996,0.9012186,4.545658,-0.8310971,10.0
0.00264,0.9012006,4.545658,1.8764522,10.0
0.002640001,0.9012028,4.545658,6.389034,10.0
0.0026400029999999997,0.9012435,4.545658,9.999099,10.0
0.002640211999999998,0.90634006,4.545643,9.999094,10.0
0.002641211999999992,0.93072504,4.54577,9.999069,10.0
0.0026422119999999862,0.9551085,4.546227,9.999044,10.0
0.0026450009999999997,1.0230936,4.5492353,9.998977,10.0
0.0026450015999993086,1.0231081,4.5492363,9.998976,10.0
0.002645001599999726,1.0231081,4.5492363,9.998977,10.0
0.0026450015999999743,1.0231081,4.5492363,9.998976,10.0
0.0026450015999999943,1.0231081,4.5492363,9.998976,10.0
0.002645002599999994,1.023084,4.5492377,-0.7511032,10.0
0.002645002615624994,1.0230837,4.5492377,-0.83443606,10.0
0.002645145584374993,1.0196407,4.5494537,-0.8342904,10.0
0.0026474255843749795,0.96472657,4.5519876,-0.83285844,10.0
0.002649705584374966,0.9098109,4.552814,-0.8313425,10.0
0.002649998999999998,0.9027446,4.5527973,-0.8311409,10.0
0.00265,0.9027266,4.552797,1.876419,10.0
0.0026500009999999995,0.90272874,4.552797,6.389018,10.0
0.0026500029999999984,0.9027694,4.552797,9.999097,10.0
0.002650241999999995,0.90858984,4.552781,9.999091,10.0
0.0026514519999999877,0.9380568,4.55299,9.999062,10.0
0.0026526619999999806,0.96752113,4.553681,9.999032,10.0
0.0026550009999999993,1.0244597,4.556375,9.998976,10.0
0.002655001599999308,1.0244744,4.556376,9.998976,10.0
0.002655001599999606,1.0244744,4.556376,9.998976,10.0
0.002655001599999974,1.0244744,4.556376,9.998976,10.0
0.002655001599999994,1.0244744,4.556376,9.998975,10.0
0.0026550025999999938,1.0244502,4.556378,-0.7511375,10.0
0.0026550026156249937,1.0244498,4.556378,-0.83447057,10.0
0.0026551755843749925,1.0202788,4.5566382,-0.83430654,10.0
0.002657420584374979,0.9661356,4.5591207,-0.83289623,10.0
0.002659665584374966,0.9119909,4.5599456,-0.83140445,10.0
0.0026599989999999993,0.9039505,4.5599275,-0.8311754,10.0
0.0026599999999999996,0.90393245,4.5599275,1.8763927,10.0
0.0026600009999999995,0.9039346,4.5599275,6.3890057,10.0
0.0026600029999999993,0.9039752,4.559927,9.999096,10.0
0.0026602719999999974,0.91051763,4.55991,9.999089,10.0
0.002661031999999993,0.9290018,4.55999,9.999071,10.0
0.0026617919999999884,0.9474852,4.56026,9.999052,10.0
0.0026650009999999993,1.0255063,4.5634856,9.998975,10.0
0.0026650015999993082,1.0255209,4.5634866,9.998974,10.0
0.0026650015999997254,1.0255209,4.5634866,9.998975,10.0
0.002665001599999964,1.0255209,4.5634866,9.998975,10.0
0.002665001599999974,1.0255209,4.5634866,9.998974,10.0
0.002665001599999994,1.0255209,4.5634866,9.998974,10.0
0.0026650025999999938,1.0254967,4.563488,-0.7511637,10.0
0.0026650026156249938,1.0254964,4.563488,-0.83449703,10.0
0.0026652055843749923,1.0205954,4.5637913,-0.8343146,10.0
0.002667443084374979,0.9665616,4.5662336,-0.8329076,10.0
0.0026696805843749657,0.9125266,4.5670276,-0.83141965,10.0
0.0026699989999999993,0.90483785,4.567007,-0.8312008,10.0
0.0026699999999999996,0.9048198,4.567007,1.8763735,10.0
0.0026700009999999995,0.9048219,4.567007,6.3889966,10.0
0.0026700029999999994,0.9048624,4.5670066,9.999095,10.0
0.0026703019999999972,0.91212505,4.566987,9.999088,10.0
0.0026726514999999983,0.96919024,4.567853,9.999031,10.0
0.0026750009999999993,1.0262357,4.570524,9.998974,10.0
0.002675001599999189,1.0262502,4.570525,9.998974,10.0
0.0026750015999995767,1.0262502,4.570525,9.998974,10.0
0.002675001599999964,1.0262502,4.570525,9.998974,10.0
0.002675001599999974,1.0262502,4.570525,9.998974,10.0
0.002675001599999994,1.0262502,4.570525,9.998973,10.0
0.002675002599999994,1.026226,4.5705266,-0.75118196,10.0
0.002675002615624994,1.0262257,4.5705266,-0.8345154,10.0
0.002675235584374992,1.020593,4.570872,-0.8343145,10.0
0.002677423084374979,0.9676977,4.573234,-0.832938,10.0
0.002679610584374966,0.9148013,4.5740194,-0.831484,10.0
0.0026799989999999993,0.90541005,4.573995,-0.8312171,10.0
0.0026799999999999997,0.90539193,4.5739946,1.8763613,10.0
0.0026800009999999996,0.905394,4.5739946,6.3889914,10.0
0.0026800029999999994,0.9054345,4.5739946,9.999095,10.0
0.002680331999999997,0.9134155,4.5739703,9.999086,10.0
0.002682554499999984,0.96732706,4.5747395,9.999033,10.0
0.0026847769999999707,1.0212219,4.5771217,9.998979,10.0
0.0026850009999999994,1.0266522,4.577451,9.998973,10.0
0.0026850015999993083,1.0266668,4.577452,9.998972,10.0
0.0026850015999997255,1.0266668,4.577452,9.998973,10.0
0.002685001599999974,1.0266668,4.577452,9.998972,10.0
0.002685001599999994,1.0266668,4.577452,9.998972,10.0
0.002685002599999994,1.0266424,4.5774536,-0.7511924,10.0
0.002685002615624994,1.0266421,4.5774536,-0.8345259,10.0
0.002685265584374992,1.020276,4.577838,-0.8343065,10.0
0.0026874205843749792,0.9680997,4.580127,-0.83294874,10.0
0.0026895755843749664,0.91592276,4.5808825,-0.8315157,10.0
0.0026899989999999993,0.90567225,4.5808516,-0.8312246,10.0
0.0026899999999999997,0.90565413,4.5808516,1.8763554,10.0
0.0026900009999999996,0.90565616,4.580851,6.388988,10.0
0.0026900029999999994,0.9056966,4.580851,9.999094,10.0
0.002690361999999997,0.9143944,4.580821,9.999085,10.0
0.002692349499999985,0.96254516,4.581421,9.999038,10.0
0.0026943369999999733,1.0106839,4.5833106,9.998989,10.0
0.0026950009999999994,1.0267619,4.584228,9.998973,10.0
0.0026950015999996062,1.0267764,4.584229,9.998972,10.0
0.0026950015999997255,1.0267764,4.584229,9.998973,10.0
0.002695001599999964,1.0267764,4.584229,9.998973,10.0
0.002695001599999974,1.0267764,4.584229,9.998972,10.0
0.002695001599999994,1.0267764,4.584229,9.998972,10.0
0.002695002599999994,1.0267521,4.5842304,-0.75119513,10.0
0.002695002615624994,1.0267518,4.5842304,-0.8345287,10.0
0.002695295584374992,1.0196505,4.5846524,-0.8342906,10.0
0.002697430584374979,0.9678939,4.5868683,-0.83294326,10.0
0.0026995655843749665,0.91613704,4.5875783,-0.83152175,10.0
0.0026999989999999994,0.9056315,4.587539,-0.8312234,10.0
0.0026999999999999997,0.9056133,4.587539,1.8763562,10.0
0.0027000009999999996,0.9056153,4.587539,6.3889885,10.0
0.0027000029999999994,0.9056557,4.5875387,9.999094,10.0
0.0027003919999999968,0.9150687,4.587501,9.999084,10.0
0.0027012969999999914,0.9369676,4.5876055,9.9990635,10.0
0.002702201999999986,0.95886546,4.587978,9.999042,10.0
0.0027050009999999994,1.0265726,4.590818,9.998974,10.0
0.0027050015999997255,1.0265871,4.590819,9.998973,10.0
0.002705001599999964,1.0265871,4.590819,9.998973,10.0
0.002705001599999974,1.0265871,4.590819,9.998973,10.0
0.002705001599999994,1.0265871,4.590819,9.998973,10.0
0.002705002599999994,1.0265628,4.5908203,-0.75119036,10.0
0.002705002615624994,1.0265623,4.5908203,-0.8345239,10.0
0.0027053255843749917,1.0187244,4.5912776,-0.83426714,10.0
0.0027074030843749794,0.96830076,4.593389,-0.8329541,10.0
0.002709480584374967,0.9178772,4.594074,-0.83157086,10.0
0.0027099989999999994,0.9052962,4.594023,-0.8312139,10.0
