Time,I(L1)
0.04900001000550662,2.6525454912160469
0.049000020005506621,2.6611751680200055
0.049000030005506623,2.6698040797179385
0.049000040005506625,2.6784322263776796
0.049000050005506626,2.6870596080670572
0.049000060005506628,2.6956862248538935
0.04900007000550663,2.7043120768060045
0.049000080005506631,2.7129371639912003
0.049000090005506633,2.7215614864772846
0.049000100005506635,2.7301850443320554
0.049000110005506636,2.7388078376233054
0.049000120005506638,2.7474298664188201
0.04900013000550664,2.7560511307863798
0.049000140005506641,2.764671630793758
0.049000150005506643,2.7732913665087229
0.049000160005506645,2.7819103379990366
0.049000170005506646,2.7905285453324549
0.049000180005506648,2.7991459885767278
0.04900019000550665,2.8077626677995995
0.049000200005506651,2.8163785830688073
0.049000210005506653,2.8249937344520832
0.049000220005506655,2.8336081220171536
0.049000230005506656,2.8422217458317385
0.049000240005506658,2.8508346059635516
0.04900025000550666,2.8594467024803008
0.049000260005506661,2.8680580354496876
0.049000270005506663,2.8766686049394083
0.049000280005506665,2.8852784110171528
0.049000290005506666,2.893887453750605
0.049000300005506668,2.9024957332074428
0.04900031000550667,2.9111032494553379
0.049000320005506671,2.9197100025619567
0.049000330005506673,2.9283159925949587
0.049000340005506675,2.9369212196219978
0.049000350005506677,2.9455256837107222
0.049000360005506678,2.9541293849287737
0.04900037000550668,2.9627323233437881
0.049000380005506682,2.9713344990233952
0.049000390005506683,2.9799359120352191
0.049000400005506685,2.9885365624468778
0.049000410005506687,2.997136450325983
0.049000420005506688,3.0057355757401405
0.04900043000550669,3.0143339387569505
0.049000440005506692,3.0229315394440071
0.049000450005506693,3.0315283778688982
0.049000460005506695,3.0401244540992054
0.049000470005506697,3.0487197682025049
0.049000480005506698,3.0573143202463671
0.0490004900055067,3.0659081102983552
0.049000500005506702,3.0745011384260272
0.049000510005506703,3.0830934046969358
0.049000520005506705,3.0916849091786269
0.049000530005506707,3.1002756519386403
0.049000540005506708,3.1088656330445099
0.04900055000550671,3.117454852563764
0.049000560005506712,3.1260433105639245
0.049000570005506713,3.1346310071125076
0.049000580005506715,3.1432179422770234
0.049000590005506717,3.1518041161249757
0.049000600005506718,3.1603895287238628
0.04900061000550672,3.168974180141177
0.049000620005506722,3.1775580704444044
0.049000630005506723,3.1861411997010252
0.049000640005506725,3.1947235679785138
0.049000650005506727,3.203305175344338
0.049000660005506728,3.21188602186596
0.04900067000550673,3.2204661076108363
0.049000680005506732,3.2290454326464175
0.049000690005506733,3.2376239970401475
0.049000700005506735,3.2462018008594642
0.049000710005506737,3.2547788441718004
0.049000720005506739,3.2633551270445826
0.04900073000550674,3.2719306495452312
0.049000740005506742,3.2805054117411601
0.049000750005506744,3.2890794136997776
0.049000760005506745,3.2976526554884864
0.049000770005506747,3.3062251371746831
0.049000780005506749,3.3147968588257584
0.04900079000550675,3.3233678205090964
0.049000800005506752,3.3319380222920758
0.049000810005506754,3.3405074642420693
0.049000820005506755,3.3490761464264436
0.049000830005506757,3.3576440689125588
0.049000840005506759,3.3662112317677697
0.04900085000550676,3.374777635059425
0.049000860005506762,3.3833432788548676
0.049000870005506764,3.3919081632214341
0.049000880005506765,3.4004722882264549
0.049000890005506767,3.4090356539372553
0.049000900005506769,3.4175982604211543
0.04900091000550677,3.4261601077454644
0.049000920005506772,3.4347211959774926
0.049000930005506774,3.4432815251845397
0.049000940005506775,3.4518410954339003
0.049000950005506777,3.4603999067928641
0.049000960005506779,3.4689579593287143
0.04900097000550678,3.4775152531087272
0.049000980005506782,3.4860717882001739
0.049000990005506784,3.4946275646703198
0.049001000005506785,3.5031825825864238
0.049001010005506787,3.5117368420157398
0.049001020005506789,3.5202903430255148
0.04900103000550679,3.5288430856829898
0.049001040005506792,3.5373950700554002
0.049001050005506794,3.5459462962099755
0.049001060005506795,3.5544967642139387
0.049001070005506797,3.5630464741345071
0.049001080005506799,3.5715954260388929
0.0490010900055068,3.5801436199943013
0.049001100005506802,3.5886910560679315
0.049001110005506804,3.5972377343269772
0.049001120005506806,3.6057836548386266
0.049001130005506807,3.6143288176700614
0.049001140005506809,3.6228732228884568
0.049001150005506811,3.6314168705609826
0.049001160005506812,3.6399597607548029
0.049001170005506814,3.6485018935370754
0.049001180005506816,3.6570432689749519
0.049001190005506817,3.6655838871355781
0.049001200005506819,3.6741237480860947
0.049001210005506821,3.6826628518936353
0.049001220005506822,3.6912011986253281
0.049001230005506824,3.6997387883482955
0.049001240005506826,3.7082756211296535
0.049001250005506827,3.7168116970365124
0.049001260005506829,3.7253470161359763
0.049001270005506831,3.7338815784951436
0.049001280005506832,3.7424153841811068
0.049001290005506834,3.7509484332609522
0.049001300005506836,3.7594807258017604
0.049001310005506837,3.7680122618706058
0.049001320005506839,3.7765430415345569
0.049001330005506841,3.7850730648606765
0.049001340005506842,3.7936023319160213
0.049001350005506844,3.8021308427676423
0.049001360005506846,3.8106585974825844
0.049001370005506847,3.8191855961278862
0.049001380005506849,3.8277118387705809
0.049001390005506851,3.8362373254776951
0.049001400005506852,3.8447620563162501
0.049001410005506854,3.8532860313532606
0.049001420005506856,3.8618092506557362
0.049001430005506857,3.8703317142906801
0.049001440005506859,3.8788534223250895
0.049001450005506861,3.8873743748259555
0.049001460005506862,3.8958945718602638
0.049001470005506864,3.9044140134949941
0.049001480005506866,3.9129326997971199
0.049001490005506868,3.9214506308336086
0.049001500005506869,3.9299678066714216
0.049001510005506871,3.9384842273775149
0.049001520005506873,3.9469998930188379
0.049001530005506874,3.9555148036623349
0.049001540005506876,3.9640289593749438
0.049001550005506878,3.9725423602235961
0.049001560005506879,3.9810550062752181
0.049001570005506881,3.9895668975967302
0.049001580005506883,3.9980780342550464
0.049001590005506884,4.0065884163170749
0.049001600005506886,4.0150980438497177
0.049001610005506888,4.0236069169198716
0.049001620005506889,4.0321150355944271
0.049001630005506891,4.0406223999402684
0.049001640005506893,4.0491290100242745
0.049001650005506894,4.0576348659133172
0.049001660005506896,4.0661399676742631
0.049001670005506898,4.0746443153739742
0.049001680005506899,4.0831479090793055
0.049001690005506901,4.0916507488571048
0.049001700005506903,4.1001528347742155
0.049001710005506904,4.108654166897475
0.049001720005506906,4.1171547452937141
0.049001730005506908,4.1256545700297584
0.049001740005506909,4.1341536411724267
0.049001750005506911,4.1426519587885329
0.049001760005506913,4.1511495229448849
0.049001770005506914,4.1596463337082836
0.049001780005506916,4.1681423911455244
0.049001790005506918,4.1766376953233966
0.049001800005506919,4.185132246308684
0.049001810005506921,4.1936260441681652
0.049001820005506923,4.2021190889686126
0.049001830005506924,4.2106113807767915
0.049001840005506926,4.2191029196594618
0.049001850005506928,4.2275937056833781
0.049001860005506929,4.2360837389152888
0.049001870005506931,4.244573019421936
0.049001880005506933,4.2530615472700557
0.049001890005506935,4.2615493225263794
0.049001900005506936,4.2700363452576315
0.049001910005506938,4.2785226155305303
0.04900192000550694,4.2870081334117884
0.049001930005506941,4.2954928989681127
0.049001940005506943,4.3039769122662044
0.049001950005506945,4.3124601733727586
0.049001960005506946,4.3209426823544632
0.049001970005506948,4.3294244392780019
0.04900198000550695,4.3379054442100529
0.049001990005506951,4.3463856972172872
0.049002000005506953,4.3548651983663698
0.049002010005506955,4.3633439477239602
0.049002020005506956,4.3718219453567126
0.049002030005506958,4.3802991913312752
0.04900204000550696,4.3887756857142888
0.049002050005506961,4.3972514285723889
0.049002060005506963,4.4057264199722068
0.049002070005506965,4.4142006599803665
0.049002080005506966,4.4226741486634857
0.049002090005506968,4.4311468860881762
0.04900210000550697,4.439618872321045
0.049002110005506971,4.4480901074286932
0.049002120005506973,4.4565605914777144
0.049002130005506975,4.4650303245346974
0.049002140005506976,4.4734993066662243
0.049002150005506978,4.481967537938873
0.04900216000550698,4.4904350184192143
0.049002170005506981,4.4989017481738127
0.049002180005506983,4.5073677272692283
0.049002190005506985,4.515832955772014
0.049002200005506986,4.5242974337487167
0.049002210005506988,4.5327611612658778
0.04900222000550699,4.5412241383900334
0.049002230005506991,4.5496863651877124
0.049002240005506993,4.5581478417254386
0.049002250005506995,4.5666085680697304
0.049002260005506997,4.5750685442870997
0.049002270005506998,4.5835277704440527
0.049002280005507,4.5919862466070889
0.049002290005507002,4.6004439728427036
0.049002300005507003,4.6089009492173849
0.049002310005507005,4.6173571757976148
0.049002320005507007,4.62581265264987
0.049002330005507008,4.6342673798406206
0.04900234000550701,4.642721357436332
0.049002350005507012,4.6511745855034627
0.049002360005507013,4.6596270641084665
0.049002370005507015,4.6680787933177905
0.049002380005507017,4.6765297923502231
0.049002390005507018,4.684979835687467
0.04900240000550702,4.6934293171609793
0.049002410005507022,4.7018780495271288
0.049002420005507023,4.71032603285233
0.049002430005507025,4.7187732672029901
0.049002440005507027,4.727219752645512
0.049002450005507028,4.7356654892462924
0.04900246000550703,4.7441104770717208
0.049002470005507032,4.7525547161881825
0.049002480005507033,4.7609982066620571
0.049002490005507035,4.7694409485597173
0.049002500005507037,4.7778829419475297
0.049002510005507038,4.7863241868918553
0.04900252000550704,4.7947646834590492
0.049002530005507042,4.8032044317154607
0.049002540005507043,4.8116434317274344
0.049002550005507045,4.8200816835613072
0.049002560005507047,4.828519187283411
0.049002570005507048,4.8369559429600724
0.04900258000550705,4.8453919506576106
0.049002590005507052,4.853827210442339
0.049002600005507053,4.8622617223805662
0.049002610005507055,4.8706954865385956
0.049002620005507057,4.8791285029827227
0.049002630005507058,4.8875607717792375
0.04900264000550706,4.8959922929944257
0.049002650005507062,4.9044230666945667
0.049002660005507064,4.9128530929459329
0.049002670005507065,4.9212823718147902
0.049002680005507067,4.9297109033674005
0.049002690005507069,4.93813868767002
0.04900270000550707,4.9465657247888979
0.049002710005507072,4.9549920147902773
0.049002720005507074,4.9634175577403958
0.049002730005507075,4.9718423537054859
0.049002740005507077,4.9802664027517727
0.049002750005507079,4.9886897049454761
0.04900276000550708,4.9971122603528118
0.049002770005507082,5.005534069039987
0.049002780005507084,5.013955131073204
0.049002790005507085,5.0223754465186605
0.049002800005507087,5.0307950154425471
0.049002810005507089,5.0392138379110483
0.04900282000550709,5.0476319139903429
0.049002830005507092,5.056049243746604
0.049002840005507094,5.064465827245999
0.049002850005507095,5.0728816645546893
0.049002860005507097,5.0812967557388298
0.049002870005507099,5.0897111008645712
0.0490028800055071,5.0981246999980572
0.049002890005507102,5.1065375532054249
0.049002900005507104,5.1149496605528073
0.049002910005507105,5.1233610221063302
0.049002920005507107,5.1317716379321139
0.049002930005507109,5.1401815080962736
0.04900294000550711,5.1485906326649173
0.049002950005507112,5.1569990117041478
0.049002960005507114,5.1654066452800613
0.049002970005507115,5.1738135334587492
0.049002980005507117,5.1822196763062971
0.049002990005507119,5.1906250738887847
0.04900300000550712,5.1990297262722853
0.049003010005507122,5.2074336335228661
0.049003020005507124,5.215836795706589
0.049003030005507126,5.2242392128895094
0.049003040005507127,5.2326408851376778
0.049003050005507129,5.2410418125171381
0.049003060005507131,5.2494419950939291
0.049003070005507132,5.2578414329340832
0.049003080005507134,5.2662401261036269
0.049003090005507136,5.274638074668581
