time_s,v_a_V,i_L_A,v_C_V
0.01,12.0,0.45018221363715943,6.001387766135798
0.010001,12.0,0.5101683359758015,5.998197200966087
0.010001999999999999,12.0,0.5701863639661406,5.996289724708197
0.010003,12.0,0.6302234667190587,5.995663286229375
0.010003999999999999,12.0,0.6902668338567649,5.996315565763335
0.010005,0.0,0.7503036781991316,5.998243975918237
0.010006,0.0,0.6903212384399492,6.00144566273967
0.010007,0.0,0.6303067818125525,6.0033643153389455
0.010008,0.0,0.5702731386591631,6.004001982366151
0.010008999999999999,0.0,0.5102331188355016,6.003360981098545
0.01001,12.0,0.45019950902451616,6.001443896433133
0.010010999999999999,12.0,0.5101850700601849,5.9982535798242225
0.010012,12.0,0.5702025342619427,5.996346339655664
0.010013,12.0,0.630239070865386,5.995720124768353
0.010014,12.0,0.6902818696177024,5.996372615372365
0.010015,0.0,0.7503181434639787,5.998301224054928
0.010015999999999999,0.0,0.6903351312234295,6.001503096843407
0.010017,0.0,0.6303201002549954,6.0034219228336
0.010017999999999999,0.0,0.5702858810266594,6.004059750662784
0.010019,0.0,0.5102452835200316,6.003418897598111
0.01002,12.0,0.4502110945440505,6.00150194852918
0.010021,12.0,0.5101960750587587,5.998311754905587
0.010022,12.0,0.5702129575097029,5.996404625109165
0.010022999999999999,12.0,0.6302489112586113,5.99577850798148
0.010024,12.0,0.6902911261787965,5.996431083735957
0.010025,0.0,0.750326815341437,5.998359764965855
0.010026,0.0,0.6903432176917784,6.001561697707235
0.010027,0.0,0.6303276007147061,6.003480571067257
0.010027999999999999,0.0,0.5702927950040335,6.004118433697214
0.010029,0.0,0.5102516106670614,6.003477602880923
0.010029999999999999,12.0,0.45021683463825213,6.001560663527284
0.010031,12.0,0.5102012280029793,5.9983704671078275
0.010032,12.0,0.570217523331901,5.996463322028938
0.010033,12.0,0.6302528901116116,5.995837177159342
0.010034,12.0,0.6902945183400181,5.996489712742229
0.010034999999999999,0.0,0.7503296212125958,5.9984183414032035
0.010036,0.0,0.6903454377985638,6.001620209213252
0.010036999999999999,0.0,0.6303292357064313,6.003539005317023
0.010038,0.0,0.570293845653261,6.0041767784058475
0.010039,0.0,0.5102520778692026,6.003535845806117
0.01004,12.0,0.4502167194111414,6.001618792471832
0.010041,12.0,0.5102005314864231,5.998428469922128
0.010041999999999999,12.0,0.5702162467872018,5.996521186613495
0.010043,12.0,0.6302510349210669,5.995894891467237
0.010043999999999999,12.0,0.6902920860063946,5.996547264781585
0.010045,0.0,0.7503266133585788,5.998475719239632
0.010046,0.0,0.6903418561661825,6.001677400972284
0.010047,0.0,0.6303250821564597,6.003595999186516
0.010048,0.0,0.5702891221645945,6.004233562638385
0.010048999999999999,0.0,0.5102467865382107,6.00359240872138
0.01005,12.0,0.45021086245099684,6.0016751224589555
0.010051,12.0,0.5101941112264072,5.998484555442043
0.010052,12.0,0.5702092656719868,5.996577016201239
0.010053,12.0,0.6302434955099744,5.995950453734257
0.010053999999999999,12.0,0.6902839909726318,5.996602548418013
0.010055,0.0,0.7503179654884516,5.9985307130165415
0.010055999999999999,0.0,0.6903326583582863,6.00173209374392
0.010057,0.0,0.6303153374208471,6.003650379892513
0.010058,0.0,0.570278833621922,6.004287620305951
0.010059,0.0,0.5102359574188625,6.003646132467469
0.01006,12.0,0.45019949609418786,6.0017285014924076
0.010060999999999999,12.0,0.5101822110792638,5.9985375790657045
0.010062,12.0,0.5701968352886067,5.99662967381406
0.010062999999999999,12.0,0.6302305385504661,5.996002734833362
0.010064,12.0,0.6902705112021325,5.9966544426007475
0.010065,0.0,0.750303966776125,5.9985822099824935
0.010066,0.0,0.6903181446763,6.001783183296916
0.010067,0.0,0.6303003128433309,6.003701051942588
0.010067999999999999,0.0,0.570263302323905,6.004337864871292
0.010069,0.0,0.5102199236751921,6.00369593967633
0.010069999999999999,12.0,0.4501829642784288,6.001777861585001
0.010071,12.0,0.5101651856625787,5.998586482396064
0.010072,12.0,0.5701793208386181,5.996678110851872
0.010073,12.0,0.6302125397300994,5.996050696165774
0.010074,12.0,0.6902520327684416,5.996701918934147
0.010074999999999999,0.0,0.7502850135791002,5.9986291921442545
0.010076,0.0,0.6902987216576576,6.00182966223712
0.010077,0.0,0.6302804250352864,6.003747018735715
0.010078,0.0,0.5702429548479292,6.004383310717879
0.010079,0.0,0.5101991217407504,6.0037408559046055
0.010079999999999999,12.0,0.4501617131817044,6.001822239652484
0.010081,12.0,0.5101434907851795,5.998630313891132
0.010081999999999999,12.0,0.5701571876462682,5.996721387495303
0.010083,12.0,0.6301899737713151,5.996093409812255
0.010084,12.0,0.6902290396731926,5.996744061573747
0.010085,0.0,0.7502615990574552,5.998670755903871
0.010086,0.0,0.6902748914984165,6.0018706393818935
0.010086999999999999,0.0,0.6302561851045976,6.003787401670409
0.010088,0.0,0.5702183110878934,6.0044230919882295
0.010088999999999999,0.0,0.5101740801680111,6.003780028198635
0.01009,12.0,0.4501362798860248,6.001860795801788
0.010091,12.0,0.5101176719280069,5.998668246872125
0.010092,12.0,0.5701309894592856,5.99675869043044
0.010093,12.0,0.6301634025549813,5.996130075971211
0.010093999999999999,12.0,0.6902021017952692,5.99678008437457
0.010095,0.0,0.7502343009515235,5.9987061289140975
0.010095999999999999,0.0,0.6902472396623826,6.001905356319631
0.010097,0.0,0.6302281860991863,6.003821456405385
0.010098,0.0,0.5701899715351324,6.004456478542803
0.010099,0.0,0.5101454067497044,6.003812740748779
0.0101,12.0,0.45010727934221667,6.00189282867803
0.010100999999999999,12.0,0.5100883510554364,5.998699594560464
0.010102,12.0,0.5701013551098317,5.996789347573217
0.010103,12.0,0.6301334616340996,5.996160037367951
0.010104,12.0,0.6901718612604201,5.996809344982787
0.010105,0.0,0.7502037678105922,5.998734683850067
0.010106,0.0,0.6902164209720915,6.001933200859122
0.010107,0.0,0.6301970889635002,6.00384858598436
0.010107999999999999,0.0,0.5701586031036566,6.004482888758085
0.010109,0.0,0.5101137742160757,6.003838427358677
0.01011,12.0,0.45007538994248897,6.001917787602937
0.010111,12.0,0.5100562120664596,5.998723821883409
0.010112,12.0,0.5700689738476254,5.99681283954039
0.010112999999999999,12.0,0.6301008454522216,5.99618279038919
0.010114,12.0,0.6901390175483296,5.996831355632026
0.010114999999999999,0.0,0.7501707039920094,5.998755948865752
0.010116,0.0,0.6901831445033518,6.001953717144591
0.010117,0.0,0.6301636073319059,6.003868350608185
0.010118,0.0,0.570124923825824,6.004501898954378
0.010119,0.0,0.5100799048362803,6.003856680527365
0.010119999999999999,12.0,0.45004133803100665,6.0019352813099935
0.010121,12.0,0.5100219852179068,5.998740553861057
0.010121999999999999,12.0,0.5700345796792962,5.996828807687265
0.010123,12.0,0.6300662916024236,5.996197992770469
0.010124,12.0,0.6901043116747189,5.99684579047952
0.010125,0.0,0.7501358537699236,5.998769614577961
0.010126,0.0,0.690148157624144,6.00196661228673
0.010126999999999999,0.0,0.6301284915012768,6.003880473912166
0.010128,0.0,0.5700896867621552,6.004513249318763
0.010128999999999999,0.0,0.5100445542689676,6.00386725701728
0.01013,12.0,0.45000588169879474,6.0019450831570085
0.010131,12.0,0.5099864308672246,5.9987495804630315
0.010132,12.0,0.5699989350625942,5.996837058608158
0.010133,12.0,0.6300305644765126,5.99620546774011
0.010133999999999999,12.0,0.6900685097991115,5.996852489393355
0.010135,0.0,0.7500999849051779,5.998775537496754
0.010136,0.0,0.6901122295302105,6.001971759436233
0.010137,0.0,0.6300925119358481,6.003884845682756
0.010138,0.0,0.5700536634790205,6.0045168462650444
0.010138999999999999,0.0,0.5100084950163701,6.003870079857651
0.01014,12.0,0.44996979421779365,6.001947132773196
0.010140999999999999,12.0,0.5099503228900617,5.99875085789959
0.010142,12.0,0.5699628143110658,5.9968375650719326
0.010143,12.0,0.6299944386603464,5.996205204599675
0.010144,12.0,0.6900323866143496,5.996851458178406
0.010145,0.0,0.7500638720325655,5.99877373989748
0.010145999999999999,0.0,0.6900761346335907,6.001969197302646
0.010147,0.0,0.6300564426605643,6.0038815210239935
0.010147999999999999,0.0,0.5700176274503244,6.004512761248636
0.010149,0.0,0.509972499837838,6.0038652368087515
0.01015,12.0,0.4499338474697505,6.001941534173794
0.010151,12.0,0.5099144321280126,5.998744506387673
0.010152,12.0,0.5699269870641358,5.996830463440636
0.010152999999999999,12.0,0.6299586824297294,5.996197355796382
0.010154,12.0,0.6899967088717656,5.996842865303831
0.010154999999999999,0.0,0.7500282802187273,5.998764406204712
0.010156,0.0,0.6900406361566801,6.001959126196164
0.010157,0.0,0.6300210448947184,6.003870716058655
0.010158,0.0,0.5699823377341319,6.004501226128631
0.010159,0.0,0.5099373254728455,6.00385297538653
0.010159999999999999,12.0,0.4498987957189802,6.00192855044896
0.010161,12.0,0.5098795102144906,5.998730804505855
0.010162,12.0,0.569892202169432,5.996816047692321
0.010163,12.0,0.6299240416925088,5.996182230615729
0.010164,12.0,0.6899622193863515,5.996827035267452
0.010164999999999999,0.0,0.749993949033677,5.998747876030422
0.010166,0.0,0.6900064702733728,6.001941900741713
0.010166999999999999,0.0,0.6299870512659557,6.003852800320419
0.010168,0.0,0.5699485232627515,6.004482625240289
0.010169,0.0,0.5099036970103485,6.003833694617708
0.01017,12.0,0.4498653600641715,6.001908595203848
0.010171,12.0,0.509846274112133,5.998710180321801
0.010171999999999999,12.0,0.569859172308915,5.996794760238396
0.010173,12.0,0.629891224706531,5.99616028569127
0.010173999999999999,12.0,0.6899296218496183,5.996804438800577
0.010175,0.0,0.7499615774616125,5.998724634076526
0.010176,0.0,0.6899743311208473,6.001918019481929
0.010177,0.0,0.6299551509260279,6.00382828606007
0.010178,0.0,0.5699168680654273,6.004457484407305
0.010178999999999999,0.0,0.5098722932213543,6.0038079337610215
0.01018,12.0,0.4498342138837441,6.001882220991772
0.010180999999999999,12.0,0.5098153916738264,5.9986831995403795
0.010182,12.0,0.5698285596784226,5.996767179789737
0.010183,12.0,0.6298608878805252,5.996132112591853
0.010184,12.0,0.6898995667546066,5.9967756801795415
0.010185,0.0,0.7499318099528112,5.9986952971739385
0.010185999999999999,0.0,0.6899448569810718,6.001888111647032
0.010187,0.0,0.6299259758646014,6.003797814749508
0.010188,0.0,0.5698879977171063,6.004426457183331
0.010189,0.0,0.509843733145273,6.003776358289688
0.01019,12.0,0.4498059695623761,6.001850105041099
0.010191,12.0,0.5097874685119651,5.998650550978509
0.010192,12.0,0.56980096300218,5.996734006583064
0.010192999999999999,12.0,0.6298336229363494,5.996098422803146
0.010194,12.0,0.6898726387083179,5.9967414819660405
0.010195,0.0,0.7499052238886575,5.998660598785439
0.010196,0.0,0.6899186179008032,6.001852921423952
0.010197,0.0,0.6299000886865637,6.003762141120939
0.010197999999999999,0.0,0.5698624672753543,6.0043903086650765
0.010199,0.0,0.5098185641887035,6.003739743482286
0.010199999999999999,12.0,0.4497811667538807,6.001813032627828
0.010201,12.0,0.5097630364276025,5.9986130297233835
0.010202,12.0,0.5697769061303686,5.9966960453288145
0.010203,12.0,0.6298099456770804,5.996060030469186
0.010204,12.0,0.6898493453723885,5.9967026675464234
0.010204999999999999,0.0,0.7498823186969242,5.998621371346801
0.010206,0.0,0.6898961049834562,6.001813290103445
0.010206999999999999,0.0,0.6298779720824218,6.003722115124149
0.010208,0.0,0.5698407509311804,6.004349897263936
0.010209,0.0,0.509797251958541,6.0036989560129745
0.01021,12.0,0.44976026239841127,6.00177187848866
0.010211,12.0,0.5097425436135247,5.998571518372693
0.010211999999999999,12.0,0.5697568284297977,5.996654186282826
0.010213,12.0,0.6297902865669694,5.99601783329988
0.010213999999999999,12.0,0.6898301082339706,5.99666014187939
0.010215,0.0,0.7498635068151767,5.998578526859093
0.010216,0.0,0.6898777215465858,6.001770136521419
0.010217,0.0,0.6298600201813715,6.003678662221301
0.010218,0.0,0.5698232335591585,6.004306154858732
0.010218999999999999,0.0,0.5097801720105712,6.003654933966674
0.01022,12.0,0.4497436226709045,6.00172758670314
0.010221,12.0,0.5097263468038731,5.998526966788259
0.010222,12.0,0.5697410771359904,5.9966093848760265
0.010223,12.0,0.6297749832872301,5.995972792081312
0.010223999999999999,12.0,0.689815255366417,5.996614870891506
0.010225,0.0,0.7498491066575019,5.998533036174001
0.010225999999999999,0.0,0.6898637762957619,6.001724436238684
0.010227,0.0,0.629846531933375,6.003632762465745
0.010228,0.0,0.5698102043087175,6.00426006577823
0.010229,0.0,0.5097676036509352,6.003608665729952
0.01023,12.0,0.44973151699363567,6.001681149497568
0.010230999999999999,12.0,0.5097147054986599,5.99848037081765
0.010232,12.0,0.5697299017904834,5.996562640358436
0.010232999999999999,12.0,0.629764275386899,5.995925909246832
0.010234,12.0,0.6898050162944307,5.996567859980071
0.010235,0.0,0.74983933769463,5.998485907433186
0.010236,0.0,0.6898544786202981,6.001677199921512
0.010237,0.0,0.6298377066210831,6.003585428828494
0.010237999999999999,0.0,0.5698018523327981,6.004212645078243
0.010239,0.0,0.5097597258820157,6.003561168223455
0.010239999999999999,12.0,0.44972411419978114,6.0016335854374905
0.010241,12.0,0.5097077783454063,5.998432750451449
0.010242,12.0,0.5697234508408917,5.9965149739259225
0.010243,12.0,0.6297583011016324,5.995878206978014
0.010244,12.0,0.6897995190318523,5.996520132092988
0.010244999999999999,0.0,0.7498343177109225,5.998438164131766
0.010246,0.0,0.6898499360696048,6.00162945139342
0.010247,0.0,0.6298336415556706,6.003537685243
0.010248,0.0,0.5697982647032406,6.0041649165840925
0.010249,0.0,0.5097566155373997,6.0035134649467485
0.010249999999999999,12.0,0.44972148088793223,6.001585917479573
0.010251,12.0,0.5097056217131365,5.998385127886806
0.010251999999999999,12.0,0.5697217704342684,5.996467406800092
0.010253,12.0,0.6297570963662675,5.995830705305502
0.010254,12.0,0.6897987893132125,5.996472705855198
0.010255,0.0,0.7498340622546605,5.998390823274936
